 


  
  

NCAA Women's Soccer
Division IShutouts
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Shutouts"
"","Kristina DeMarco","Miami (OH)","So.","M","3"
"","Samantha Dewey","Xavier","Sr.","-","3"
"","Myah Diekema","SIUE","Jr.","-","3"
"","Logan Dix","The Citadel","Jr.","-","3"
"","Stefani Doyle","Arkansas","Sr.","-","3"
"","Julia Edholm","Little Rock","Fr.","D","3"
"","Lily Fabian","UMass Lowell","So.","M","3"
"","Jackie Fiacco","LMU (CA)","Jr.","F","3"
"","Lauren Flowers","Houston","Sr.","-","3"
"","Anna Frick","Missouri","Sr.","D","3"
"","Taylor Gelling","Omaha","Sr.","D","3"
"","Gabby Gillespie","Boise St.","Fr.","-","3"
"","Delaney Goertzen","Drake","Fr.","-","3"
"","Karina Gonzalez","Nicholls St.","Fr.","D","3"
"","Emilee Greve","Portland St.","Jr.","-","3"
"","Elena Gutlove","Cleveland St.","Jr.","M","3"
"","Madison Haley","Stanford","Jr.","-","3"
"","Brooke Hanson","Incarnate Word","Sr.","F","3"
"","Erin Harris","Kennesaw St.","Jr.","-","3"
"","Zoe Hasenauer","Oregon","So.","-","3"
"","Shelby Hash","Chattanooga","So.","D","3"
"","Taylor Hatch","Middle Tenn.","Sr.","-","3"
"","Karly Hellstrom","Kent St.","So.","-","3"
"","Ally Henderson","Baylor","Jr.","-","3"
"","Julia Hernan","Saint Francis (PA)","Sr.","-","3"
"","Jessie Hix","New Mexico","Sr.","M","3"
"","Alisha Holcombe","Gardner-Webb","So.","F","3"
"","Camrynne Hoover","UTSA","Sr.","D","3"
"","Jaelin Howell","Florida St.","So.","-","3"
"","Kristin Hullibarger","Eastern Mich.","Sr.","-","3"
"","Haley Husted","Arkansas St.","So.","M","3"
"","Foster Ignoffo","Kentucky","Sr.","F","3"
"","Bri Jaeger","Marquette","Sr.","D","3"
"","Gurjeena Jandu","Buffalo","Sr.","D","3"
"","Kiarah Jones","Delaware St.","---","-","3"
"","Mia Karras","Boston College","Jr.","-","3"
"","Kelsie Kearns","Iona","Jr.","D","3"
"","Lauren Kelly","William & Mary","Jr.","-","3"
"","Emerson Kidd","UTEP","Fr.","M","3"
"","Kaele Kloc","Robert Morris","Jr.","M","3"
"","Kaylee  Kraft","Austin Peay","So.","-","3"
"","Taryn LaBree","South Dakota","Sr.","M","3"
"","Eliese LaCourt","Purdue Fort Wayne","Jr.","M","3"
"","Makenzie Lawrence","Southern Utah","Sr.","F","3"
"","Carrie Lewis","Xavier","Jr.","-","3"
"","Louise Lillbäck","FGCU","Fr.","F","3"
"","Alex Loera","Santa Clara","Jr.","-","3"
"","Kit Loferski","Florida","Jr.","F","3"
"","Anna Loftus","Lamar University","So.","M","3"
"","Jimena Lopez","Texas A&M","Jr.","M","3"
"","Amirah Louketis","La Salle","Jr.","-","3"
"","Juelle Love","Creighton","Jr.","F","3"
"","Jenna Lundgren","Western Ill.","Jr.","M","3"
"","Kayla MacKenzie","Binghamton","So.","-","3"
"","Camryn MacMillan","Denver","So.","F","3"
"","Stevie Maddox","Grambling","So.","-","3"
"","Sage  Magruder","Jackson St.","So.","-","3"
"","Molly Martin","Ole Miss","Jr.","M","3"
"","Taylor Matheny","Eastern Wash.","Jr.","-","3"
"","Riley Mattingly","Alabama","So.","F","3"
"","Alex Maxson","Fla. Atlantic","Sr.","-","3"
"","Nikki May","Oakland","So.","-","3"
"","Marissa Maynes","Stetson","Jr.","MF","3"
"","Victoria Mayo","Western Ky.","Jr.","D","3"
"","Kylie McCue","Jacksonville","Jr.","D","3"
"","Kala McDaniel","UC Irvine","So.","D","3"
"","Kristen McFarland","Florida St.","Jr.","-","3"
"","Leyla McFarland","Pepperdine","So.","F","3"
"","Mikaela McGee","Grand Canyon","Jr.","M","3"
"","Autumn Meisenburg","Kent St.","So.","-","3"
"","Claire Meiser","James Madison","Sr.","-","3"
"","Erika Middleton","Oklahoma","So.","-","3"
"","Tatumn Milazzo","South Carolina","Sr.","-","3"
"","Arianna Milicia","Furman","Sr.","D","3"
"","Hannah Miller","Coastal Caro.","Sr.","F","3"
"","Kylie Minamishin","Nevada","So.","M","3"
"","Charmé Morgan","Oklahoma St.","Jr.","D","3"
"","Morgan Morocco","Temple","Sr.","F","3"
"","Amanda Mouton","Ark.-Pine Bluff","Sr.","D","3"
"","Ru Mucherera","North Carolina","Sr.","-","3"
"","Jordan Mueller","Chattanooga","Sr.","D","3"
"","Madison Myles","Howard","Fr.","M","3"
"","Amy Nguyen","Houston","Jr.","-","3"
"","Camille Nurse","Alabama A&M","Sr.","D","3"
"","Nyle Nwainokpor","Hampton","Fr.","F","3"
"","Emily Olson","Evansville","Jr.","-","3"
"","Abby Ostrem","South Dakota","Jr.","D","3"
"","Olivia Ovenell","Seattle U","Sr.","-","3"
"","Sarah Owusu","Eastern Ky.","So.","-","3"
"","Athalie Palomo","Pittsburgh","Fr.","D","3"
"","Jaelyn Peeples","Louisiana Tech","Sr.","M","3"
"","Delaney Peery","Stetson","Jr.","-","3"
"","Drishana Pillay","Oral Roberts","Jr.","F","3"
"","Hannah Pinkus","Colgate","So.","M","3"
"","Karlee Pottorff","San Jose St.","Jr.","D","3"
"","Kaylie Powell","Louisiana","Sr.","D","3"
"","Carly Pressgrove","Kennesaw St.","Sr.","-","3"
"","Phoebe Rapoza","San Jose St.","Fr.","D","3"
"","Reyna Reyes","Alabama","Fr.","M","3"
"","Parker Roberts","Florida","Jr.","M","3"
"","Gabriela Robles","CSUN","So.","D","3"
"","Isabelle Russell","Presbyterian","Jr.","M","3"
"","Regan Russell","Portland St.","Sr.","-","3"
"","Dorene Sanchez","Green Bay","Jr.","-","3"
"","Sophie Santos","Saint Mary's (CA)","Sr.","M","3"
"","Amanda Schafer","Rhode Island","So.","-","3"
"","Brooke Shank","Georgia St.","Sr.","M","3"
"","Katherine Shoffner","SFA","Jr.","-","3"
"","Marcella Sizer","Youngstown St.","Fr.","F","3"
"","Samantha Sklarski","Michigan St.","So.","M","3"
"","Erika Smith","Mississippi Val.","Jr.","D","3"
"","Erin Stevenson","UMBC","Jr.","M","3"
"","Shealyn Sullivan","Iowa St.","Jr.","-","3"
"","Sarah  Teubner","Grambling","Jr.","-","3"
"","Khyjian Thomas","La.-Monroe","Fr.","F","3"
"","Kristen Thomas","Alabama St.","Fr.","D","3"
"","Makala Thomas","Florida St.","So.","-","3"
"","Cassidi Tomsu","Southeast Mo. St.","Jr.","-","3"
"","Sydney Torres","Grand Canyon","Fr.","F","3"
"","Savannah Vathy","Wofford","So.","-","3"
"","Naya Vialva","La Salle","Fr.","-","3"
"","Kristen Vinciguerra","Villanova","Sr.","-","3"
"","Mackenzie Vlachos","Syracuse","Jr.","-","3"
"","Ricarda Walkling","NC State","Sr.","M","3"
"","Rachel Walters","Jacksonville","Fr.","D","3"
"","Chelsee Washington","Bowling Green","Sr.","M","3"
"","Autumn Weeks","IUPUI","Fr.","M","3"
"","Sabrina Weinman","San Jose St.","Fr.","M","3"
"","Brooke Wilson","Arizona","So.","-","3"
"","Rachel Wolter","Southern Utah","Jr.","D","3"
"","Rahel Zerazion","La.-Monroe","Jr.","MF","3"
Reclassifying
"NR","Brodi Blomdahl","California Baptist","So.","-","3"
"NR","Jordan Dow","California Baptist","Sr.","-","3"

NCAA Women's Soccer
Division IGame-Winning Goals
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","GWG"
"1","Catarina Macario","Stanford","Jr.","-","11"
"2","Evelyne Viens","South Fla.","Sr.","F","10"
"3","Dani Rhodes","Wisconsin","Sr.","F","9"
"4","Esther Okoronkwo","Lamar University","Jr.","F","8"
"5","Gabrielle Farrell","Liberty","Sr.","-","7"
"","Alyssa Francese","Stony Brook","Jr.","F","7"
"","Hannah Friedrich","Saint Louis","So.","-","7"
"","Alexa Genas","Campbell","Sr.","F","7"
"","Penelope Hocking","Southern California","So.","F","7"
"","Caeley Lordemann","Colorado St.","Sr.","M","7"
"","Leah Manuleleua","South Dakota St.","Sr.","F","7"
"","Katie McClure","Kansas","Sr.","F","7"
"","Nelia Perez","Radford","Sr.","-","7"
"","Autumn Woodard","Louisiana Tech","So.","F","7"
"15","Kirsten Davis","Texas Tech","Jr.","-","6"
"","Kate Del Fava","Illinois St.","Sr.","-","6"
"","Mia Fishel","UCLA","Fr.","M","6"
"","Elise Flake","BYU","Sr.","F","6"
"","Haley Hopkins","Vanderbilt","Jr.","F","6"
"","Stina Kleppe","Gardner-Webb","Sr.","M","6"
"","Meghan McCool","Virginia","Sr.","F","6"
"","Nneka Moneme","Rutgers","Jr.","F","6"
"","Lexi Romero","Air Force","Fr.","F","6"
"","Alessia Russo","North Carolina","Jr.","-","6"
"","Raimee Sherle","Boise St.","Sr.","-","6"
"","Allie Thornton","SMU","Sr.","F","6"
"","Morgan Turner","DePaul","Jr.","F","6"
"28","Christina Arteaga","Abilene Christian","Jr.","F","5"
"","Keeley Ayala","Incarnate Word","So.","F","5"
"","Elexa Bahr","South Carolina","Sr.","-","5"
"","Hailey Block","Southeast Mo. St.","Fr.","M","5"
"","Gracie Brian","TCU","Fr.","M","5"
"","Jimena Cabrero","Georgia St.","Fr.","F","5"
"","Deyna Castellanos","Florida St.","Sr.","-","5"
"","Izzy D'Aquila","Santa Clara","Fr.","M","5"
"","Kaylee Dao","Oklahoma","Sr.","-","5"
"","Kaylee Davis","Texas St.","Sr.","F","5"
"","Peyton DePriest","Middle Tenn.","Jr.","-","5"
"","Emina Ekic","Louisville","Jr.","M","5"
"","Jacqui Hand","Colorado Col.","So.","F","5"
"","Maya Hansen","South Dakota St.","Fr.","F","5"
"","Elyse Huber","North Dakota St.","Sr.","F","5"
"","Destiny Johnson","Wright St.","Jr.","-","5"
"","Alyssa McGhee","Saint Francis (PA)","Sr.","-","5"
"","Brice McInroy","Villanova","Fr.","-","5"
"","Morgan Otteson","Western Mich.","So.","-","5"
"","Anna Podojil","Arkansas","Fr.","-","5"
"","Evdokia Popadinova","FGCU","Sr.","F","5"
"","Lucy Porter","Hofstra","Jr.","M","5"
"","Nicky Potts","Ball St.","Jr.","-","5"
"","Thais Reiss","North Florida","Jr.","-","5"
"","Alina Stahl","West Virginia","So.","-","5"
"","Shawna Zaken","Northern Ky.","Sr.","M","5"
"54","Amirah Ali","Rutgers","Jr.","F","4"
"","Kelsey Araujo","Niagara","Jr.","-","4"
"","Lucy Ashworth","Lamar University","Jr.","F","4"
"","Maddie Bennett","Cal St. Fullerton","Sr.","F","4"
"","Thalia Boucher","Howard","So.","M","4"
"","Maci Bower","La Salle","Sr.","-","4"
"","Taylor Bray","Northern Colo.","Jr.","F","4"
"","Marle Bringard","Central Mich.","Sr.","-","4"
"","Sabrina Bryan","Hofstra","Jr.","F","4"
"","Tori Cannata","Arkansas","Sr.","-","4"
"","Niki Clements","Belmont","Sr.","-","4"
"","Sam Coffey","Penn St.","Jr.","M","4"
"","Mikayla Colohan","BYU","Jr.","M","4"
"","Becky Contreras","Kennesaw St.","Fr.","-","4"
"","Samantha Dewey","Xavier","Sr.","-","4"
"","Olivia Doak","Lipscomb","Sr.","-","4"
"","Stefani Doyle","Arkansas","Sr.","-","4"
"","Olivia Draguicevich","Northwestern St.","Fr.","F","4"
"","Amaya Evans","Mercer","Fr.","F","4"
"","Bethany Fitzsimmons","CSUN","Jr.","F","4"
"","Channing Foster","Ole Miss","Jr.","F","4"
"","Makamae Gomera-Stevens","Washington St.","Jr.","M","4"
"","Julia Grainda","Charlotte","Sr.","-","4"
"","Meredith Haakenson","Michigan","So.","M","4"
"","Vanessa Kara","Florida","Sr.","F","4"
"","Kylee Kim-Bustillos","Sacramento St.","Jr.","F","4"
"","Taylor Kornieck","Colorado","Sr.","-","4"
"","Kailey Lane","Kansas","So.","F","4"
"","Clarissa Larisey","Memphis","Jr.","F","4"
"","Ashley Leonard","Western Ky.","Jr.","F","4"
"","Jimena Lopez","Texas A&M","Jr.","M","4"
"","Emma Main","UIC","So.","-","4"
"","Tara McKeown","Southern California","Jr.","F","4"
"","Roma McLaughlin","Central Conn. St.","So.","M","4"
"","Hannah McNulty","Providence","Jr.","F","4"
"","Briana Morris","South Alabama","Sr.","F","4"
"","Diana Ordonez","Virginia","Fr.","F","4"
"","Maria Pareja","George Washington","So.","-","4"
"","Gabi Paupst","Radford","Jr.","-","4"
"","Berklee Peters","North Texas","Jr.","F","4"
"","Valentine Pursey","IUPUI","Jr.","F","4"
"","Jessie Ray","Seattle U","Sr.","-","4"
"","Ally Reynolds","New Hampshire","Sr.","-","4"
"","Ally Schlegel","Penn St.","Fr.","M","4"
"","Rachel Sorkenn","George Washington","So.","-","4"
"","Jada Talley","Arizona","Jr.","-","4"
"","Miri Taylor","Hofstra","So.","M","4"
"","Katelyn Termini","SFA","Jr.","-","4"
"","Stephanie Tsangaris","Fairfield","So.","F","4"
"","Cameron Tucker","BYU","Jr.","F","4"
"","Kelsey Turnbow","Santa Clara","Jr.","-","4"
"","Gia Wahlberg","Michigan St.","So.","F","4"
"","MaKayla Waldner","Mississippi St.","Sr.","-","4"
"","Anna Watson","McNeese","Jr.","M","4"
"","Ally Watt","Texas A&M","Sr.","F","4"
"","Amanda West","Pittsburgh","Fr.","F","4"
"","Grace Yochum","Oklahoma St.","So.","M","4"
"","Emily Zapata","UTRGV","So.","F","4"
"112","Kerry Abello","Penn St.","Jr.","M","3"
"","Hannah Allred","SMU","Jr.","F","3"
"","Amy Andrews","Western Ill.","So.","F","3"
"","Bridgette Andrzejewski","North Carolina","Sr.","-","3"
"","Leilani Baker","New Mexico","Jr.","F","3"
"","Karleen Bedre","Louisiana","Fr.","F","3"
"","Haley Berg","Texas","Jr.","-","3"
"","Kalynn Bickford","Sam Houston St.","Fr.","M","3"
"","Alyssa Bombacino","Marquette","So.","F","3"
"","Messiah Bright","TCU","So.","F","3"
"","Kalia Brown","Prairie View","So.","M","3"
"","Logan Bruffett","North Texas","Jr.","M","3"
"","Alyssa Carfagno","Army West Point","Fr.","F","3"
"","Amanda Carolan","Georgetown","Sr.","-","3"
"","Julianna Carter","Utah Valley","So.","F","3"
"","Ashley Chala","Prairie View","Jr.","-","3"
"","Aubree Chatterton","Boise St.","Jr.","-","3"
"","Rylan Childers","UMKC","So.","M","3"
"","Julissa Cisneros","Missouri","So.","F","3"
"","Gabriella Coleman","Oklahoma St.","Jr.","F","3"
"","Nikki Cox","Bowling Green","Jr.","F","3"
"","Amber Crispin","Iona","Sr.","F","3"
"","Kelly Crowley","Holy Cross","Sr.","-","3"
"","Stephanie Currie","Toledo","Fr.","F","3"
"","Sara D'Appolonia","Delaware","So.","-","3"
"","Abby Deakin","A&M-Corpus Christi","Jr.","-","3"
"","Gabby DelPico","Harvard","Fr.","M","3"
"","Alisa Detlefsen","Troy","So.","M","3"
"","Nicole Douglas","Arizona St.","So.","F","3"
"","Julie Doyle","Santa Clara","Jr.","-","3"
"","Lauren Drysdale","Army West Point","Fr.","M","3"
"","Liz Dumas","Fairfield","Jr.","F","3"
"","Ireland Dunn","Utah","Sr.","-","3"
"","Chelsee Duran","CSU Bakersfield","Fr.","-","3"
"","Mimi Eiden","North Dakota","Jr.","F","3"
"","Rachelle Elve","San Diego St.","Fr.","-","3"
"","Lauren Elwer","Gonzaga","Fr.","F","3"
"","Olivia FREITAS","Col. of Charleston","Fr.","f","3"
"","Jamie Fankhauser","Charlotte","Sr.","-","3"
"","Sami Feller","Denver","So.","F","3"
"","Dakota Fiedler","Charleston So.","So.","-","3"
"","Cameron France","Davidson","Sr.","-","3"
"","Alyssa Frazier","Samford","Jr.","f","3"
"","Katie Gilligan","Wofford","So.","-","3"
"","Izzy Glennon","Dartmouth","So.","F","3"
"","Fanny Gotesson","Stony Brook","Jr.","F","3"
"","Molly Grant","Lipscomb","Fr.","-","3"
"","Emily Gray","Virginia Tech","So.","-","3"
"","Elayna  Grillakis","Providence","So.","F","3"
"","Isabella Gutierrez","Furman","So.","M","3"
"","Madison Haley","Stanford","Jr.","-","3"
"","Brooke Hanson","Incarnate Word","Sr.","F","3"
"","Taylor Hattori","Milwaukee","So.","M","3"
"","Dora Hayes","Binghamton","Jr.","-","3"
"","Samantha Heilman","Gonzaga","Sr.","F","3"
"","Skylar Heinrich","Creighton","Fr.","F","3"
"","Hal Hershfelt","Clemson","Fr.","M","3"
"","Noelle Higginson","Yale","Sr.","M","3"
"","Cyera Hintzen","Texas","Sr.","-","3"
"","Hannah Hoefs","Loyola Maryland","Sr.","M","3"
"","Erin Houlihan","Furman","So.","F","3"
"","Eva Hurm","Notre Dame","Jr.","-","3"
"","Morgan Hutchison","Presbyterian","Jr.","F","3"
"","Giavanna Inzerillo","Central Conn. St.","Fr.","F","3"
"","Jaci Jones","Oklahoma St.","Sr.","M","3"
"","Carson Jones","Elon","Jr.","-","3"
"","Dani Kabat","Delaware","Sr.","-","3"
"","Zsani Kajan","St. John's (NY)","Jr.","-","3"
"","Monigo Karnley","Mississippi St.","So.","-","3"
"","Tziarra King","NC State","Sr.","M","3"
"","Lexi Kramer","Bryant","So.","-","3"
"","Gretchen Kron","Quinnipiac","So.","-","3"
"","Rebecca Kubin","Murray St.","Jr.","-","3"
"","Emilie Kupsov","Longwood","Sr.","F","3"
"","Melissa Kössler","Massachusetts","Fr.","-","3"
"","Rita Lang","Montana","So.","-","3"
"","Payton Linnehan","Penn St.","Fr.","F","3"
"","Mackenzie Litzsinger","SIUE","Jr.","-","3"
"","Avery Lockwood","Indiana","Fr.","-","3"
"","Kaila Lozada","Hartford","Sr.","F","3"
"","Miciah Madison","San Francisco","Sr.","F","3"
"","Carly Malatskey","Stanford","Sr.","-","3"
"","Taylor Malham","Arkansas","Jr.","-","3"
"","Carolyn Mang","Navy","So.","M","3"
"","Brynn Martin","Alabama","Jr.","D","3"
"","Dominique Martinez","UNCW","Sr.","F","3"
"","Kristen McFarland","Florida St.","Jr.","-","3"
"","Hannah Melchiorre","Purdue","Jr.","-","3"
"","Macy Miller","Butler","Sr.","-","3"
"","Alexis Mitchell","South Dakota","Jr.","M","3"
"","Ellie Moreno","UCF","Fr.","-","3"
"","Arianna Morgan","Howard","Fr.","F","3"
"","Maliah Morris","Clemson","Fr.","F","3"
"","Shaelan Murison","UC Santa Barbara","Sr.","-","3"
"","Samantha Murphy","Memphis","Jr.","F","3"
"","Diana Neff","Prairie View","Sr.","F","3"
"","Dana O'Boye","Arkansas St.","Sr.","D","3"
"","Mary O'Hara","Fla. Atlantic","Sr.","-","3"
"","Erin O'Hearn","Furman","Sr.","D","3"
"","Gillian Oyos","UNC Asheville","So.","-","3"
"","Raegan Padgett","Baylor","Sr.","-","3"
"","Kailey Pena","Grambling","So.","-","3"
"","Maddison Perna","Monmouth","Fr.","-","3"
"","Rachel Phillpotts","Milwaukee","Jr.","M","3"
"","Alyssa Poarch","Maryland","Jr.","F","3"
"","Jenna Prathapa","Xavier","Jr.","-","3"
"","Lindsey Prokop","UMKC","Fr.","F","3"
"","Brittany Raphino","Brown","Fr.","-","3"
"","Kyla Reynolds","Samford","Fr.","F","3"
"","Taryn Ries","Portland","Jr.","F","3"
"","Sophie Saldivar","Lafayette","Jr.","-","3"
"","Dana Scheriff","Monmouth","Sr.","-","3"
"","Mackenzie Schill","Milwaukee","Jr.","F","3"
"","Gaby Schwartz","Milwaukee","Jr.","D","3"
"","Ava Seelenfreund","Brown","Fr.","-","3"
"","Brooke Shank","Georgia St.","Sr.","M","3"
"","Lindsey Shira","Eastern Mich.","Jr.","-","3"
"","Kimberley Smit","Memphis","So.","D","3"
"","Sophia Smith","Stanford","So.","-","3"
"","Sam Smith","Boston College","Fr.","-","3"
"","Kennedy Smith","Washington","Sr.","F","3"
"","Delaney Snyder","Louisville","So.","F","3"
"","Katie  Soderstrom","Butler","So.","-","3"
"","Zandy Soree","UCF","Sr.","-","3"
"","Louise Stephens","Rice","Sr.","-","3"
"","Sierra Stone","Hartford","Sr.","M","3"
"","Kelci Sumida","Hawaii","Fr.","-","3"
"","Samantha Tawharu","Iowa","So.","-","3"
"","Victoria Thornton","Howard","So.","M","3"
"","Love' Tovar","Southern U.","Fr.","M","3"
"","Natalie Vaughn-Low","Illinois St.","Jr.","-","3"
"","Pernille Velta","Fla. Atlantic","Sr.","-","3"
"","MA Vignola","Tennessee","Sr.","F","3"
"","Miyah Watford","Murray St.","Sr.","-","3"
"","Megan Watts","Old Dominion","Fr.","-","3"
"","Emma Westin","California","Jr.","F","3"
"","Star White","Brown","Jr.","-","3"
"","Alexis White","CSUN","So.","F","3"
"","Ciara Whitely","Mercer","Fr.","F","3"
"","Imelda Williams","Utah St.","Jr.","-","3"
"","Allie Winstanley","Dartmouth","Fr.","F","3"
"","Natalie Winters","Iowa","Sr.","-","3"
"","Danielle Wolfe","Michigan","Fr.","F","3"
"","Fiona Wright","NJIT","So.","F","3"
"","Luciana Zullo","South Carolina","Jr.","-","3"
Reclassifying
"NR","Rola Badawiya","California Baptist","Jr.","-","6"

NCAA Women's Soccer
Division IGoalie Minutes Played
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Goalie Min. Plyd"
"1","Sarah Peters","Kansas","So.","GK","2290:50"
"2","Mikayla Krzeczowski","South Carolina","Sr.","-","2180:33"
"3","Hillary Beall","Michigan","Jr.","GK","2126:49"
"4","Sydney Smith","Boise St.","So.","-","2079:53"
"5","Katie Lund","Arkansas","Sr.","-","2052:54"
"6","Jordyn Bloomer","Wisconsin","Sr.","GK","2042:53"
"7","Ella Dederick","Washington St.","Sr.","GK","1995:42"
"8","Lily Herman","Belmont","Sr.","-","1991:01"
"9","Carly Nelson","Utah","Sr.","-","1985:50"
"10","Justice Stanford","South Alabama","Sr.","GK","1974:10"
"11","Kathleen Duwve","Bowling Green","Sr.","GK","1967:22"
"12","Tamaki Machi","George Washington","So.","-","1964:40"
"13","Meagan McClelland","Rutgers","So.","GK","1964:18"
"14","Madison Waguespack","Seattle U","Fr.","-","1963:49"
"15","Jalen Tompkins","Colorado","Sr.","-","1946:37"
"16","Kelsey Brann","North Texas","So.","GK","1907:15"
"17","Kelly LaMorte","Fordham","Sr.","GK","1905:15"
"18","Rylee Foster","West Virginia","Sr.","-","1904:21"
"19","Ashley Orkus","Ole Miss","So.","GK","1900:34"
"20","Amanda Fitzgerald","Fairleigh Dickinson","Sr.","-","1900:28"
"21","Angelina Anderson","California","Fr.","GK","1896:09"
"22","Shelby Hogan","Providence","Jr.","GK","1889:42"
"23","Gabi McDonald","Colorado St.","So.","GK","1887:21"
"24","Sydney Cassalia","Army West Point","Jr.","GK","1883:40"
"25","Jessica Berlin","NC State","Jr.","GK","1872:01"
"26","Emily Kelly","Buffalo","So.","GK","1869:04"
"27","Kelsee Winston","Eastern Wash.","Jr.","-","1868:46"
"28","Maggie Smither","South Dakota St.","Sr.","GK","1863:20"
"29","Marisa Bova","Purdue","So.","-","1861:37"
"30","Claire Graves","Iowa","Sr.","-","1858:02"
"31","Aaliyah Fesili","Sacramento St.","Jr.","GK","1857:46"
"32","Morgan McAslan","Samford","So.","GK","1854:57"
"33","Olivia Camera","San Francisco","Sr.","GK","1849:21"
"34","Caroline Jeffers","Florida St.","Sr.","-","1842:23"
"35","Cassidy Wasdin","Fla. Atlantic","Fr.","-","1842:22"
"36","Claire Howard","Montana","Jr.","-","1839:12"
"37","Sabrina Davis","BYU","Sr.","GK","1835:05"
"38","Claudia Jenkins","La Salle","Jr.","-","1828:43"
"39","Susi Espinoza","Florida","Sr.","GK","1825:00"
"40","Katie Hogarth","Idaho St.","Sr.","GK","1824:14"
"41","Isabelle Austin","Tennessee Tech","Jr.","GK","1816:54"
"42","Hannah McShea","James Madison","Sr.","GK","1815:25"
"43","Maddie Nielsen","Minnesota","Jr.","GK","1815:09"
"44","Tess Mrozek","ETSU","So.","GK","1815:05"
"45","Emily Alvarado","TCU","Jr.","GK","1814:55"
"46","Emily Parrott","UTEP","Fr.","GK","1806:40"
"47","Maia Perez","Hartford","Jr.","GK","1803:01"
"48","Caroline DeLisle","UCF","Fr.","-","1798:09"
"49","Steph Stull","Kentucky","Fr.","GK","1797:44"
"50","Stephanie Rodriguez","Butler","Jr.","-","1796:42"
"51","Sydney Fortson","Navy","Sr.","GK","1796:00"
"52","Kate Hart","Auburn","Sr.","-","1794:05"
"53","Brittany Wilson","Denver","Sr.","GK","1792:52"
"54","Mary Niehaus","Saint Louis","Sr.","-","1791:13"
"55","Skylar Kuzmich","Hofstra","Fr.","GK","1790:35"
"56","Amanda Knaub","Monmouth","Sr.","-","1780:45"
"57","Megan McClure","Arkansas St.","Jr.","GK","1780:32"
"58","Taryn Benham","Northern Ariz.","Jr.","-","1780:09"
"59","Mollie Eriksson","DePaul","So.","GK","1771:50"
"60","Kyleigh Hall","A&M-Corpus Christi","Jr.","-","1771:48"
"61","Giulia Cascapera","Arizona St.","Fr.","GK","1771:42"
"62","Tiffany Sornpao","Kennesaw St.","Jr.","-","1770:17"
"63","Peyton Ryan","Massachusetts","Sr.","-","1763:14"
"64","Melody Jayroe","Liberty","Jr.","GK","1761:36"
"65","Madison Less","Cincinnati","Jr.","GK","1761:21"
"66","Amanda Dennis","Penn St.","Sr.","GK","1760:46"
"67","Bethany Kopel","Indiana","Jr.","-","1753:27"
"68","Mackenzie Lee","Louisiana","Sr.","GK","1753:17"
"69","Laurel Ivory","Virginia","Jr.","GK","1752:29"
"70","Bridgette Skiba","Oregon St.","So.","GK","1751:16"
"71","Allison Austin","Oral Roberts","Fr.","GK","1750:36"
"72","Mandy McGlynn","Virginia Tech","Sr.","-","1748:25"
"73","Miranda Royds","Lehigh","Jr.","-","1747:12"
"74","Sydney Malham","Ohio","Jr.","GK","1744:53"
"75","Katelyn Carter","Oregon","Sr.","-","1744:04"
"76","Sofia Manner","Stony Brook","Jr.","GK","1740:34"
"77","Tristin Stuteville","Ball St.","Sr.","-","1740:22"
"78","Amanda McQuillan","Central Conn. St.","So.","GK","1736:47"
"79","Morgan Basileo","Temple","Sr.","GK","1734:09"
"80","Jodi Medina","Alabama A&M","Jr.","G","1732:46"
"81","Jordyn Ebert","Mercer","Jr.","GK","1732:32"
"82","Brooke Lisowski","San Diego St.","Sr.","GK","1731:00"
"83","Kamryn  Stablein","Delaware","So.","-","1730:42"
"84","Alexis Mata","Hawaii","Sr.","-","1726:11"
"85","Andrea Neves","CSU Bakersfield","Jr.","GK","1725:08"
"86","Dani Greenlee","Oklahoma St.","Jr.","GK","1722:16"
"87","Julia Curatolo","Little Rock","Fr.","GK","1719:59"
"88","Erica Myers","UT Martin","Jr.","GK","1718:53"
"89","Sara Teteak","Eastern Ill.","Sr.","GK","1714:46"
"90","Brooke Heinsohn","Duke","Jr.","-","1709:09"
"91","Gabby Kouzelos","Louisville","Jr.","GK","1707:14"
"92","Melissa Gray","Lipscomb","Sr.","-","1705:00"
"93","Elizabeth Moberg","Memphis","Jr.","GK","1701:09"
"94","Lauren Garthwaite","Grand Canyon","Fr.","GK","1701:05"
"95","Haleigh Mercer","Troy","Jr.","GK","1693:11"
"96","Taylor Dorado","Siena","Sr.","-","1693:10"
"97","Elyssa Kipperman","Sacred Heart","Fr.","GK","1690:45"
"98","Diera Walton","Utah St.","Fr.","-","1684:11"
"99","Faith O'Neill","Kent St.","So.","-","1683:28"
"100","Mackenzie Wood","Northwestern","So.","GK","1682:42"
"101","Aubrei Corder","Nebraska","Sr.","-","1681:45"
"102","Monica Polgar","North Dakota St.","Sr.","GK","1680:00"
"103","Danielle Katz","Air Force","Jr.","GK","1679:41"
"104","Claudia Dickey","North Carolina","So.","-","1671:48"
"105","Noa Schumacher","Cal St. Fullerton","So.","GK","1668:03"
"106","Kelsie Stone","Drake","Jr.","-","1667:38"
